"Code tiers","Nom de l'association","Sigle de l'association","Descriptif","Adresse 1","Adresse 2","Code postal","Ville","Telephone","Mail","Site Internet","Code catégorie","Libellé catégorie","Code sous-catégorie","Libellé sous-catégorie","Site","Adresse du site","Horaires d'ouverture","Permanences","Public visé"
"00025212","Association Saraswati","saraswati","Pratique du yoga","34 rue Descartes","","69100","Villeurbanne","06 09 45 44 74","association.saraswati@gmail.com","www.yoga-lyon-saraswati.com","0000000032","Sport","00000293","Arts martiaux internes / Disciplines énergétiques","Au siège social","","lundi 17H30/18H30/19H30","voir site internet de l'association","tout public"
"00025213","Futsal Association Villeurbanne","FAV","Futsal","Centre Social St Jean","petite rue du roulet","69100","Villeurbanne","06 19 84 57 08","futsalasvilleurbanne@hotmail.fr","","0000000032","Sport","00000301","Futsal - foot en salle","gymnase Jean Vilar Villeurbanne","","mercredi à partir de 14h et selon tranche d'âge","","à partir de 14 ans"
"00025219","Ginga bahia","","Permettre à tous les publics de découvrir la culture brésilienne à travers des spectacles et diverses activités sportives et musicales (notamment capoeira, danses et percussions)","18 rue Claude Joseph Bonnet","","69004","Lyon","","capoeira@gingabahia.fr","www.gingabahia.fr","0000000032","Sport","00000286","Arts martiaux","Centre social et familial de la Ferrandière, 51 rue Lafontaine à Villeurbanne","","Le jeudi de 20h à 21h30 et le vendredi de 18h30 à 21h","Toute la semaine par téléphone","Adultes et enfants à partir de 5-6 ans"
"00025227","Kung Fu Thieulam Villeurbanne","KFTV","Kung-fu à partir de 4 ans et tai-chi à  partir de 14 ans.","Maison des sportifs","70 rue du docteur Rollet","69100","Villeurbanne","07 82 92 19 03","julien.levray@free.fr","www.kungfu-lyon.fr","0000000032","Sport","00000286","Arts martiaux","Maison des fêtes familiales + centre social Ferrandière","Villeurbanne","Kung-Fu : mardi, jeudi et samedi 19h30-21h00 Taï-Chi : jeudi: 19h30-21h00 et samedi 9h00-10h30 et 10h00 à 11h00","","A partir de 4 ans (Kung-Fu) - 14 ans ( Taï-Chi)"
"00025232","Amicale Laïque Antonin Perrin - section aquagym","ALAP aqua","Aquaform: activité aquagym, loisir - santé.","14 rue Antonin Perrin","","69100","Villeurbanne","04 78 03 20 31","alap.villeurbanne@wanadoo.fr","www.alap-asso.fr","0000000032","Sport","00000283","Activités aquatiques - natation","Centre Nautique Etienne-Gagnaire - Piscine des Gratte-Ciel","Villeurbanne","voir site internet de l'association pour plus d'informations","au siège du mardi au vendredi de 16h30 à 18h30 durant la saison sportive","A partir de 16 ans"
"00025233","Amicale Laïque Antonin Perrin - Section Basket-Ball","ALAP BB","Pratique du basket-ball","14 rue Antonin Perrin","","69100","Villeurbanne","04 78 03 20 31","alap.villeurbanne@wanadoo.fr","www.alap-asso.fr","0000000032","Sport","00000289","Basket ball","Gymnases Léon Jouhaux, Jean Mollier et Albert Camus","Villeurbanne","Toutes les informations sur www.alap-asso.fr","Au siège de l'association: du mardi au vendredi 16h30-18h30","A partir de 5 ans"
"00025234","Amicale Laïque Antonin Perrin - section escalade","ALAP escal","Activités de loisirs, découverts et perfectionnement de l'escalade sur structures artificielles pour enfants et adolescents.","14 rue Antonin Perrin","","69100","Villeurbanne","04 78 03 20 31","alap.villeurbanne@wanadoo.fr","www.alap-asso.fr","0000000032","Sport","00000284","Activités de plein air - pleine nature","Mur Léon Jouhaux, Mur du complexe sportif des Brosses","Villeurbanne","Toutes les informations sur www.alap-asso.fr","permanence au siège de l'association du mardi au vendredi de 16h30 à 18h30","A partir de 5 ans"
"00025237","Amicale Laïque Antonin Perrin - section natation","ALAP Nata°","Natation: compétition / loisir.","14 rue Antonin Perrin","","69100","Villeurbanne","04 78 03 20 31","alap.villeurbanne@wanadoo.fr","www.alap-asso.fr","0000000032","Sport","00000283","Activités aquatiques - natation","Centre nautique Etienne-Gagnaire, piscine André-Boulloche, piscine des Gratte-Ciel","Villeurbanne","voir site internet de l'association pour plus d'informations","au siège du mardi au vendredi de 16h30 à 18h30","A partir de 5 ans"
"00025238","Amicale Laïque Antonin Perrin - section tennis de table","ALAP TT","Tennis de table: pratique compétitive & pratique de loisir.","14 rue antonin Perrin","","69100","Villeurbanne","04 78 03 20 31","alap.villeurbanne@wanadoo.fr","alaping.fr","0000000032","Sport","00000319","Tennis de table","Salle de tennis de table des locaux VAP","93 rue du 4 Août - Villeurbanne","Toutes les informations sur www.alap-asso.fr Entrainement ou jeu libre possibles selon groupe et horaires tous les jours de la semaine","au siège de l'association du lundi au mardi 16h30-18h30","A partir de 8 ans"
"00025239","Sentiers et circuits dans la région lyonnaise","SECIRELY","Randonnée pédestre accompagnées, création d'itinéraires de randonnées pédestres","Maison des Sportifs","70 rue du Docteur ROLLET","69100","Villeurbanne","04 78 08 82 49","secirelymail@orange.fr","","0000000032","Sport","00000284","Activités de plein air - pleine nature","Région Rhône Alpes","","","Mardi de 18h à 20h et samedi de 9h30 à 12h.","Tout public"
"00025240","Style Li Villeurbannais","SLV","Promotion et enseignement des arts martiaux chinois du style Li Tai Chi Chuan, Qi Qong.","6 rue Charles Montaland","","69100","Villeurbanne","06 74 88 80 30","slvilleurbanne@free.fr","slvilleurbanne.free.fr","0000000032","Sport","00000293","Arts martiaux internes / Disciplines énergétiques","Gymnase du lycée Pierre Brosselette","Rue Francis de Pressensé","Mardi: 19h00-22h00","","Adolescents et adultes - (enseignant pratiquant la LSF)"
"00025254","Amicale Laïque de Cusset - remise en forme","","Step, activité physique d'entretien, gym d'entretien, body combat, zumba, pilate, yoga","17 rue Pierre Baratin","","69100","Villeurbanne","04 78 03 53 36","guy.coutaz@wanadoo.fr","www.alcusset.com","0000000032","Sport","00000285","Activités physiques d'entretien corporel","","","","","tout public"
"00025259","Amicale Scolaire Laïque des Gratte-ciel - section activités aquatiques / natation","ASLGC nat","Section de l'ASLGC proposant les activités aquatiques suivantes: cours mini nageurs - natation initation: perfectionnement (enfants ados adultes) compétition UFOLEP - aquagym - natation synchronisée (débutants - confirmés).","16 rue Raspail","","69100","Villeurbanne","04 78 85 43 92","aslgc-asso@laposte.net","www.aslgcnat.com","0000000032","Sport","00000283","Activités aquatiques - natation","piscines municipales: Centre Nautique Etienne-Gagnaire, Boulloche, Gratte-Ciel","villeurbanne","consulter le site internet de l'association","","à partir de 4 ans"
"00025260","Amicale Scolaire Laïque des Gratte-ciel - Section gym - gym d'entretien - GRS","ASLGC gym","Section de l'ASLGC proposant les activités gymniques suivantes: baby gym - gymnastique artistique - gymnastique rythmique et sportive- gym d'entretien - step, zumba","16 rue Raspail","","69100","Villeurbanne","04 78 85 43 92","aslgc-asso@laposte.net","www.aslgc.fr","0000000032","Sport","00000303","Gymnastique - activités gymniques et associées","Gymnase de l'école Jean Zay + complexe sportif des Brosses","16 rue Raspail + 214 rue de la Poudrette - Villeurbanne","créneaux multiples - voir site internet de l'association","","à partir de 3 ans"
"00025261","Amicale Scolaire Laïque des Gratte-ciel - Section danse","ASLGC","Section de l'ASLGC proposant les activités suivantes: éveil à la danse, école de danse, danse orientale.","16 rue Raspail","","69100","Villeurbanne","04 78 85 43 92","aslgc-asso@laposte.net","www.aslgc.fr","0000000010","Danse","00000033","Danse diverse","Gymnase de l'école Louis-Pasteur + Gymnase de l'école Jean-Zay","25 rue Docteur Frappaz + 16 rue Raspail - Villeurbanne","Voir informations sur le site internet","","A partir de 4 ans"
"00025262","Amicale Scolaire Laïque des Gratte-ciel - section escalade","ASLGC esca","Section de l'ASLGC proposant l'activité escalade.","16 rue Raspail","","69100","Villeurbanne","04 78 85 43 92","aslgc-asso@laposte.net","www.aslgcescalade.fr/","0000000032","Sport","00000284","Activités de plein air - pleine nature","gymnase des Brosses + gymnase de l'école Jean Zay","214 rue de la Poudrette + 16 rue Raspail - Villeurbanne","lundi: enfants de 18h à 19h puis ado-adultes de 19h à 21h45","","à partir de 6 ans"
"00025263","Amicale Scolaire Laïque des Gratte-ciel - section tennis","ASLGC tenn","Section de l'ASLGC proposant l'activité tennis et mini tennis.","16 rue Raspail","","69100","Villeurbanne","04 78 85 43 92","aslgc-asso@laposte.net","www.aslgc.fr","0000000032","Sport","00000318","Tennis","Complexe sportif des Iris - terrains de tennis","80 rue Pierre Voyant - Villeurbanne","voir site internet / mercredi 13h30-20h30 et mardi 17h45-19h45","","à partir de 4 ans"
"00025264","Amitié Nature Villeurbanne - section Volley-ball","ANV Volley","Volley-Ball","Locaux vap","93 rue du 4 août","69100","Villeurbanne","","","www.amitie-nature-villeurbanne.fr","0000000032","Sport","00000321","Volley-ball","Gymase Jean Mollier","21 rue Docteur Dollard","mercredi et jeudi 20h-22h","voir informations site internet","Tout public adulte"
"00025266","Amitié Nature Villeurbanne - Section piscine","ANV piscin","","Locaux VAP","93 rue du 4 août","69100","Villeurbanne","","","www.amitie-nature-villeurbanne.fr","0000000032","Sport","00000283","Activités aquatiques - natation","piscine des Gratte-Ciel","place Lazare Goujon - Villeurbanne","mardi 20h00 - 21h00","","adultes tous âges"
"00025267","Amitié Nature Villeurbanne - Section Yoga","ANV Yoga","Yoga","Locaux vap","93 rue du 4 août","69100","Villeurbanne","09 77 83 29 67","mhpjb@orange.fr","www.amitie-nature-villeurbanne.fr","0000000032","Sport","00000293","Arts martiaux internes / Disciplines énergétiques","se renseigner auprès de l'association ou du site internet de l'association","","","","adultes tous âges"
"00025268","Amitié Nature Villeurbanne - section pleine nature/plein air","ANV PA","activité de pleine nature, l'adhésion permet l'accès au chalet associatif situé à Brénod, dans le Bugey, la pratique sportive se fait sur site.","Locaux vap","93 rue du 4 août","69100","Villeurbanne","","","www.amitie-nature-villeurbanne.fr","0000000032","Sport","00000284","Activités de plein air - pleine nature","week-end à thème au chalet de Brenod sur le plateau du Bugey (01)","","voir site internet de l'association ou se renseigner sur les horaires de permanences","septembre à octobre aux locaux VAP les mardis de 18h à 19h","adultes tous âges"
"00025270","Amicale Sporting Club des Electro-Mécaniciens - Section cyclotourisme & VTT","ASCEM cycl","Section de l'ASCEM proposant du cyclotourisme - VTT. Possibilité de randonnées pédestres en parallèle et point convivial à l'arrivée cyclo et pédestre.","12/14 rue Alfred de Musset","","69100","Villeurbanne","06 09 94 49 37","cycloascem@numericable.fr","http:/ascem.sportsregions.fr","0000000032","Sport","00000291","Cyclisme","","","","",""
"00025272","Amicale Sporting Club des Electro-Mécaniciens - section plongée sous marine","ASCEM plon","Section de l'ASCEM proposant la pratique de la plongée sous-marine.","12/14 rue Alfred de Musset","","69100","Villeurbanne","","ascem.plongee.lyon@online.fr","http://ascem.plongee.lyon.free.fr/","0000000032","Sport","00000283","Activités aquatiques - natation","Centre nautique de Bron","","","",""
"00025276","Académie d'aïkido de l'Est Lyonnais","AAEL","Pratique de l'Aïkido Kobayashi","GSL Aïkido","Cercle Marcel Bruno","69100","Villeurbanne","06 33 54 80 84","rhone@aikido.fr","www.rhone.aikido.fr","0000000032","Sport","00000286","Arts martiaux","Salle CMCAS de karaté de Pierrefrite","92 rue Pierrefrite","Lundi 20h30-22h00, mercredi 20h00-21h30, jeudi pour les enfants 17h30-18h30","","A partir de 8 ans"
"00025278","Fédération française de sport Boules","FFSB","Développement de la pratique de la Boule Lyonnaise.","63 Rue Anatole France","","69100","Villeurbanne","04 78 52 22 22","daf@ffsb.fr","www.ffsb.fr","0000000032","Sport","00000290","Boules - pétanque","Au siège social","","","du lundi au vendredi de 9h00 à 17h00",""
"00025284","Rhône sportif section tennis","RSO Tennis","Tennis loisir & compétition, école de tennis, mini tennis","Stade Firmin","18 rue Tranquille","69100","Villeurbanne","04 78 80 05 01","rhone.sportif.tennis@gmail.com","","0000000032","Sport","00000318","Tennis","Au siège social","","lundi 18h-22h, mardi 19h-22h, mercredi 13h-18h30, jeudi 18h-20h, vendredi 9h-11h / 14h-19h","mardi au vendredi 10h-12h et 14h-16h","à partir de 4 ans"
"00025285","Rhône Sportif Section Tennis de Table","RSO TT","Tennis de table","6 rue Louis Vitet","","69001","Lyon","04 72 73 42 40","contact@castanosport.com","","0000000032","Sport","00000319","Tennis de table","Au siège social","","Se renseigner au 04 72 73 42 40","mercredi après-midi","A partir de 6 ans"
"00025287","Rhône sportif section boules","RSO Boules","Pratique de la boule lyonnaise","stade Firmin","18 rue Tranquille","69100","Villeurbanne","04 78 80 05 01","bruno.hermann@club-internet.fr","","0000000032","Sport","00000290","Boules - pétanque","Stade Firmin + boulodrome de la ligne de l'Est","18 rue Tranquille + 17 rue de la ligne de l'Est- Villeurbanne","En été: du lundi au vendredi en après midi (consulter le club) Compétition le week-end + consulter le club pour la période hivernale","","Plus de 18 ans"
